,strDrink,strCategory,strGlass,strIngredients,Alc_type,Basic_taste,strInstructions,strMeasures,Value_ml,Value_gr,Garnish_amount,Garnish_type
557,Bourbon Sling,Ordinary Drink,Highball glass,Lemon Peel,,sour,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",1 twist of,,,1,twist
558,Bourbon Sour,Ordinary Drink,Whiskey sour glass,Sugar Superfine,,sweet,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",1/2 tsp superfine,2.5,,,
559,Bourbon Sour,Ordinary Drink,Whiskey sour glass,Bourbon,Whisky,,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",2 oz,60.0,,,
560,Bourbon Sour,Ordinary Drink,Whiskey sour glass,Maraschino Cherry,,sweet,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",1,,,1,berry
561,Bourbon Sour,Ordinary Drink,Whiskey sour glass,Lemon Juice,,sour,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",1 oz,30.0,,,
562,Bourbon Sour,Ordinary Drink,Whiskey sour glass,Orange,,sweet,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",1,,,1,slice
563,Boxcar,Ordinary Drink,Whiskey sour glass,Lemon Juice,,sour,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",1 tsp,,4.0,,
564,Boxcar,Ordinary Drink,Whiskey sour glass,Gin,Gin,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",1 1/2 oz,45.0,,,
565,Boxcar,Ordinary Drink,Whiskey sour glass,Triple Sec,Triple Sec,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",1 oz,30.0,,,
566,Boxcar,Ordinary Drink,Whiskey sour glass,Grenadine,,sweet,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",1/2 tsp,,2.0,,
567,Boxcar,Ordinary Drink,Whiskey sour glass,Egg White,,egg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",1,45.0,,,
568,Brain Fart,Punch / Party Drink,Punch bowl,Vodka Smirnoff Red Label,Vodka,,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,1 fifth smirnoff red label,125.0,,,
569,Brain Fart,Punch / Party Drink,Punch bowl,Mountain Dew,,sweet,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,2 l,2000.0,,,
570,Brain Fart,Punch / Party Drink,Punch bowl,Rum,Rum,,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,1 pint,473.0,,,
571,Brain Fart,Punch / Party Drink,Punch bowl,Lemon Juice,,sour,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,1 small bottle,125.0,,,
572,Brain Fart,Punch / Party Drink,Punch bowl,Surge,,sweet,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,2 l,2000.0,,,
573,Brain Fart,Punch / Party Drink,Punch bowl,Everclear,Vodka,,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,1 fifth,150.0,,,
574,Brainteaser,Shot,Shot Glass,Erin Cream,,cream,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",30 ml,30.0,,,
575,Brainteaser,Shot,Shot Glass,Advocaat,Creamy Liqueur,,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",5 ml,5.0,,,
576,Brainteaser,Shot,Shot Glass,Sambuca White,Sambuca,,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",30 ml white,30.0,,,
577,Bramble,Ordinary Drink,Old-Fashioned glass,Creme De Mure,Creamy Liqueur,,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",1.5 cl,15.0,,,
578,Bramble,Ordinary Drink,Old-Fashioned glass,Lemon Juice,,sour,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",1.5 cl,15.0,,,
579,Bramble,Ordinary Drink,Old-Fashioned glass,Sugar Syrup,,sweet,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",1 cl,10.0,,,
580,Bramble,Ordinary Drink,Old-Fashioned glass,Gin,Gin,,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",4 cl,40.0,,,
581,Brandon and Will's Coke Float,Soft Drink / Soda,Beer mug,Vanilla Ice-Cream,,cream,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",2 scoops,120.0,,,
582,Brandon and Will's Coke Float,Soft Drink / Soda,Beer mug,Bourbon,Whisky,,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",2 oz,60.0,,,
583,Brandon and Will's Coke Float,Soft Drink / Soda,Beer mug,Coca-Cola,,sweet,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",1 can,330.0,,,
584,Brandy Alexander,Ordinary Drink,Cocktail glass,Light Cream,,cream,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,1 oz,30.0,,,
585,Brandy Alexander,Ordinary Drink,Cocktail glass,Nutmeg,,spicy,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,,,,0.5,grated
586,Brandy Alexander,Ordinary Drink,Cocktail glass,Creme De Cacao White,Creamy Liqueur,,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,1 oz white,30.0,,,
587,Brandy Alexander,Ordinary Drink,Cocktail glass,Brandy,Brandy,,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,1 oz,30.0,,,
588,Brandy Cobbler,Ordinary Drink,Old-fashioned glass,Sugar Superfine,,sweet,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",1 tsp superfine,5.0,,,
589,Brandy Cobbler,Ordinary Drink,Old-fashioned glass,Club Soda,,sweet,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",3 oz,90.0,,,
590,Brandy Cobbler,Ordinary Drink,Old-fashioned glass,Brandy,Brandy,,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",2 oz,60.0,,,
591,Brandy Cobbler,Ordinary Drink,Old-fashioned glass,Lemon,,sour,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",1,30.0,,,
592,Brandy Cobbler,Ordinary Drink,Old-fashioned glass,Orange,,sweet,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",1,,,1,slice
593,Brandy Cobbler,Ordinary Drink,Old-fashioned glass,Maraschino Cherry,,sweet,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",1,,,1,berry
594,Brandy Flip,Ordinary Drink,Whiskey sour glass,Egg,,egg,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",1 whole,45.0,,,
595,Brandy Flip,Ordinary Drink,Whiskey sour glass,Sugar Superfine,,sweet,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",1 tsp superfine,5.0,,,
596,Brandy Flip,Ordinary Drink,Whiskey sour glass,Light Cream,,cream,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",1/2 oz,15.0,,,
597,Brandy Flip,Ordinary Drink,Whiskey sour glass,Nutmeg Grated,,spicy,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",1/8 tsp grated,,,0.5,grated
598,Brandy Flip,Ordinary Drink,Whiskey sour glass,Brandy,Brandy,,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",2 oz,60.0,,,
599,Brandy Sour,Ordinary Drink,Whiskey sour glass,Lemon,,sour,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",juice of 1/2,22.5,,,
600,Brandy Sour,Ordinary Drink,Whiskey sour glass,Powdered Sugar,,sweet,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",1/2 tsp,,2.0,,
601,Brandy Sour,Ordinary Drink,Whiskey sour glass,Cherry,,sweet,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",1,,,1,berry
602,Brandy Sour,Ordinary Drink,Whiskey sour glass,Lemon,,sour,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",1/2 slice,,,1/2,slice
603,Brandy Sour,Ordinary Drink,Whiskey sour glass,Brandy,Brandy,,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",2 oz,60.0,,,
604,Brave Bull Shooter,Shot,Shot glass,Tabasco Sauce,,spicy,Pour Tabasco into bottom of shot glass and fill with tequila.,1/2 oz,15.0,,,
605,Brave Bull Shooter,Shot,Shot glass,Tequila,Tequila,,Pour Tabasco into bottom of shot glass and fill with tequila.,1/2 oz,15.0,,,
606,Bruce's Puce,Shot,Shot glass,Kahlua,Creamy Liqueur,,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",,,,,
607,Bruce's Puce,Shot,Shot glass,Bailey'S Irish Cream,Creamy Liqueur,,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",,,,,
608,Bruce's Puce,Shot,Shot glass,Grenadine,,sweet,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",,,,,
609,Bruised Heart,Shot,Shot glass,Vodka,Vodka,,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",1/2 oz,15.0,,,
610,Bruised Heart,Shot,Shot glass,Cranberry Juice,,sour,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",1/2 oz,15.0,,,
611,Bruised Heart,Shot,Shot glass,Chambord Raspberry Liqueur,Sweet Liqueur,,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",1/2 oz,15.0,,,
612,Bruised Heart,Shot,Shot glass,Peachtree Schnapps,Schnapps,,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",1/2 oz,15.0,,,
613,Bubble Gum,Shot,Shot glass,Vodka,Vodka,,Layer in order into a shot glass.,1/4,7.5,,,
614,Bubble Gum,Shot,Shot glass,Banana Liqueur,Sweet Liqueur,,Layer in order into a shot glass.,1/4,7.5,,,
615,Bubble Gum,Shot,Shot glass,Orange Juice,,sweet,Layer in order into a shot glass.,1/4,7.5,,,
616,Bubble Gum,Shot,Shot glass,Peach Schnapps,Schnapps,,Layer in order into a shot glass.,1/4,7.5,,,
617,Buccaneer,Beer,Beer pilsner,Corona,Beer,,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,1,30.0,,,
618,Buccaneer,Beer,Beer pilsner,Bacardi Limon,Rum,,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,1 shot,25.0,,,
619,Bumble Bee #1,Shot,Shot glass,Bailey'S Irish Cream,Creamy Liqueur,,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",1/3 oz,10.0,,,
620,Bumble Bee #1,Shot,Shot glass,Kahlua,Creamy Liqueur,,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",1/3 oz,10.0,,,
621,Bumble Bee #1,Shot,Shot glass,Sambuca,Sambuca,,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",1/3 oz,10.0,,,
622,Butter Baby,Milk / Float / Shake,Beer mug,Butterscotch Schnapps,Schnapps,,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,1 part,30.0,,,
623,Butter Baby,Milk / Float / Shake,Beer mug,Vodka,Vodka,,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,2 parts,60.0,,,
624,Butter Baby,Milk / Float / Shake,Beer mug,Milk,,cream,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,full glass,300.0,,,
625,Butter Baby,Milk / Float / Shake,Beer mug,Vanilla Ice-Cream,,cream,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,2 scoops,120.0,,,
626,Cafe Savoy,Coffee / Tea,Coffee mug,Triple Sec,Triple Sec,,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",1/2 oz,15.0,,,
627,Cafe Savoy,Coffee / Tea,Coffee mug,Coffee,,bitter,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",,,,,
628,Cafe Savoy,Coffee / Tea,Coffee mug,Milk,,cream,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",1/2 oz,15.0,,,
629,Cafe Savoy,Coffee / Tea,Coffee mug,Brandy,Brandy,,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",,,,,
630,Caipirinha,Ordinary Drink,Old-fashioned glass,Cachaca,Cachaca,,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,2 1/2 oz,75.0,,,
631,Caipirinha,Ordinary Drink,Old-fashioned glass,Sugar,,sweet,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,2 tsp,,8.0,,
